MARKER	0.058333	1.000000	1.000000	0.000000	1.000000	-0.453541	0.882635	0.123512	0.000000	-0.827000	-0.468451	0.310845	0.000000	0.332222	0.038836	0.942401	0.000000	-0.435960	-0.222938	-0.185405	1.000000
MARKER	0.058333	1.000000	1.000000	0.000000	1.000000	0.433412	0.794522	-0.425311	0.000000	-0.532254	-0.155159	-0.832245	0.000000	-0.727228	0.587078	0.355640	0.000000	-0.330340	-0.035656	-0.456552	1.000000
MARKER	0.058333	1.000000	1.000000	0.000000	1.000000	-0.859883	0.106356	-0.499288	0.000000	0.386184	-0.504123	-0.772478	0.000000	-0.333860	-0.857058	0.392414	0.000000	0.368706	-0.140715	-0.244917	1.000000
MARKER	0.058333	1.000000	1.000000	0.000000	1.000000	0.542837	0.643406	-0.539774	0.000000	-0.717707	0.021618	-0.696010	0.000000	-0.436148	0.765220	0.473512	0.000000	-0.291725	0.132401	-0.230321	1.000000
MARKER	0.058333	1.000000	1.000000	0.000000	1.000000	0.977289	-0.059906	0.203269	0.000000	-0.026871	-0.986500	-0.161541	0.000000	0.210202	0.152410	-0.965705	0.000000	0.018887	-0.208702	0.383212	1.000000
MARKER	0.058333	1.000000	1.000000	0.000000	1.000000	0.634555	0.593806	-0.494706	0.000000	-0.353187	-0.346549	-0.869001	0.000000	-0.687458	0.726153	-0.010180	0.000000	0.218741	-0.223305	-0.384610	1.000000
MARKER	0.058333	1.000000	1.000000	0.000000	1.000000	0.160096	0.634161	-0.756445	0.000000	-0.863542	0.461218	0.203897	0.000000	0.478189	0.620578	0.621464	0.000000	-0.465282	0.022240	-0.247317	1.000000
MARKER	0.058333	1.000000	1.000000	0.000000	1.000000	0.867572	-0.021746	0.496836	0.000000	-0.415069	0.518629	0.747490	0.000000	-0.273928	-0.854723	0.440922	0.000000	0.228631	0.423130	-0.017690	1.000000
MARKER	0.058333	1.000000	1.000000	0.000000	1.000000	0.184092	0.530912	0.827190	0.000000	-0.600392	-0.605586	0.522298	0.000000	0.778228	-0.592789	0.207271	0.000000	-0.321468	-0.023679	0.172713	1.000000
MARKER	0.058333	1.000000	1.000000	0.000000	1.000000	0.919005	-0.116520	0.376634	0.000000	-0.231996	0.612579	0.755596	0.000000	-0.318760	-0.781774	0.535931	0.000000	0.008931	0.478834	0.247185	1.000000
MARKER	0.058333	1.000000	1.000000	0.000000	1.000000	0.594207	0.029138	0.803784	0.000000	-0.420377	-0.840734	0.341247	0.000000	0.685712	-0.540663	-0.487321	0.000000	-0.042232	0.072625	0.332651	1.000000
MARKER	0.058333	1.000000	1.000000	0.000000	1.000000	-0.127284	0.462471	-0.877450	0.000000	-0.937604	0.232490	0.258547	0.000000	0.323569	0.855610	0.404023	0.000000	-0.030156	-0.054087	-0.117550	1.000000
MARKER	0.058333	1.000000	1.000000	0.000000	1.000000	0.802736	-0.594097	-0.051608	0.000000	-0.556331	-0.777240	0.293930	0.000000	-0.214734	-0.207237	-0.954433	0.000000	0.272131	0.020439	0.153500	1.000000
MARKER	0.058333	1.000000	1.000000	0.000000	1.000000	0.352989	-0.570773	-0.741362	0.000000	0.720756	0.671120	-0.173517	0.000000	0.596582	-0.473092	0.648286	0.000000	-0.366613	0.392450	-0.430804	1.000000
MARKER	0.058333	1.000000	1.000000	0.000000	1.000000	0.725129	0.621119	0.297321	0.000000	-0.097297	-0.335021	0.937173	0.000000	0.681705	-0.708500	-0.182501	0.000000	-0.263908	0.321196	0.128777	1.000000
MARKER	0.058333	1.000000	1.000000	0.000000	1.000000	-0.059222	0.957805	0.281253	0.000000	-0.043912	-0.283974	0.957826	0.000000	0.997279	0.044374	0.058877	0.000000	-0.226565	-0.012974	0.335977	1.000000
MARKER	0.058333	1.000000	1.000000	0.000000	1.000000	0.721092	0.015163	0.692673	0.000000	-0.360714	-0.845361	0.394019	0.000000	0.591533	-0.533981	-0.604114	0.000000	-0.200275	0.104646	0.440517	1.000000
MARKER	0.058333	1.000000	1.000000	0.000000	1.000000	-0.862294	0.506079	0.018265	0.000000	0.458098	0.764149	0.454117	0.000000	0.215862	0.399949	-0.890755	0.000000	-0.187536	-0.291058	0.270887	1.000000
MARKER	0.058333	1.000000	1.000000	0.000000	1.000000	0.842542	0.529846	-0.096887	0.000000	-0.355333	0.681939	0.639295	0.000000	0.404798	-0.504206	0.762834	0.000000	-0.320261	0.348305	-0.081417	1.000000
MARKER	0.058333	1.000000	1.000000	0.000000	1.000000	-0.935830	0.349906	-0.042274	0.000000	-0.351680	-0.934969	0.046415	0.000000	-0.023284	0.058304	0.998027	0.000000	0.100198	0.213990	-0.177963	1.000000
MARKER	0.058333	1.000000	1.000000	0.000000	1.000000	0.815757	0.223732	-0.533370	0.000000	-0.243852	-0.703159	-0.667910	0.000000	-0.524477	0.674916	-0.519049	0.000000	0.427244	-0.092057	-0.108549	1.000000
MARKER	0.058333	1.000000	1.000000	0.000000	1.000000	0.464848	-0.735848	-0.492386	0.000000	0.494661	-0.245392	0.833722	0.000000	-0.734321	-0.631119	0.249925	0.000000	0.319883	0.262341	-0.205964	1.000000
MARKER	0.058333	1.000000	1.000000	0.000000	1.000000	0.150288	-0.359640	-0.920909	0.000000	-0.581324	-0.785589	0.211924	0.000000	-0.799672	0.503497	-0.327132	0.000000	0.051609	-0.122835	0.004823	1.000000
MARKER	0.058333	1.000000	1.000000	0.000000	1.000000	-0.443938	0.890427	0.100296	0.000000	-0.843178	-0.452997	0.289560	0.000000	0.303266	0.043980	0.951891	0.000000	-0.390224	-0.255125	-0.141658	1.000000
MARKER	0.058333	1.000000	1.000000	0.000000	1.000000	0.142857	0.436352	0.888363	0.000000	-0.512408	-0.735309	0.443574	0.000000	0.846776	-0.518572	0.118546	0.000000	-0.362506	0.232524	0.049005	1.000000
MARKER	0.058333	1.000000	1.000000	0.000000	1.000000	0.164976	0.545096	0.821981	0.000000	-0.631678	-0.581654	0.512505	0.000000	0.757473	-0.603779	0.248366	0.000000	-0.262546	-0.060028	0.115501	1.000000
MARKER	0.058333	1.000000	1.000000	0.000000	1.000000	0.389931	0.785472	-0.480612	0.000000	-0.595965	-0.182616	-0.781970	0.000000	-0.701983	0.591342	0.396906	0.000000	-0.146957	-0.060552	-0.340351	1.000000
MARKER	0.058333	1.000000	1.000000	0.000000	1.000000	-0.543768	-0.733011	-0.408670	0.000000	0.057708	-0.518460	0.853152	0.000000	-0.837249	0.440333	0.324223	0.000000	0.286914	-0.196077	0.233239	1.000000
MARKER	0.058333	1.000000	1.000000	0.000000	1.000000	0.695074	-0.243663	-0.676388	0.000000	0.086712	-0.905534	0.415319	0.000000	-0.713690	-0.347328	-0.608285	0.000000	0.450573	0.379398	0.372463	1.000000
MARKER	0.058333	1.000000	1.000000	0.000000	1.000000	-0.386908	-0.135243	-0.912147	0.000000	-0.532524	-0.774790	0.340760	0.000000	-0.752808	0.617583	0.227752	0.000000	0.117460	0.031785	-0.140445	1.000000
MARKER	0.058333	1.000000	1.000000	0.000000	1.000000	-0.405189	-0.817764	-0.408760	0.000000	0.832551	-0.514782	0.204593	0.000000	-0.377731	-0.257415	0.889414	0.000000	0.435539	-0.279923	-0.266360	1.000000
MARKER	0.058333	1.000000	1.000000	0.000000	1.000000	0.244142	-0.326291	-0.913197	0.000000	-0.555311	-0.819047	0.144189	0.000000	-0.794999	0.471906	-0.381157	0.000000	-0.022925	-0.036109	0.089868	1.000000
MARKER	0.058333	1.000000	1.000000	0.000000	1.000000	0.749212	0.661533	-0.032474	0.000000	-0.460967	0.556015	0.691633	0.000000	0.475595	-0.503211	0.721518	0.000000	-0.052080	0.235591	-0.119214	1.000000
MARKER	0.058333	1.000000	1.000000	0.000000	1.000000	0.817209	0.184226	-0.546105	0.000000	-0.287689	-0.690657	-0.663497	0.000000	-0.499404	0.699324	-0.511412	0.000000	0.342930	-0.005204	0.012069	1.000000
MARKER	0.058333	1.000000	1.000000	0.000000	1.000000	0.891085	-0.067058	0.448854	0.000000	-0.355004	0.513160	0.781434	0.000000	-0.282735	-0.855670	0.433463	0.000000	0.015909	0.470338	-0.332433	1.000000
MARKER	0.058333	1.000000	1.000000	0.000000	1.000000	0.820079	0.475575	-0.318276	0.000000	0.140324	-0.706324	-0.693842	0.000000	-0.554779	0.524343	-0.645975	0.000000	-0.010696	-0.386559	-0.251757	1.000000
MARKER	0.058333	1.000000	1.000000	0.000000	1.000000	0.979765	0.079662	0.183615	0.000000	0.097797	-0.990953	-0.091913	0.000000	0.174632	0.108011	-0.978692	0.000000	0.005785	-0.463303	0.352280	1.000000
MARKER	0.058333	1.000000	1.000000	0.000000	1.000000	0.717241	0.290346	-0.633455	0.000000	-0.376716	-0.603197	-0.703021	0.000000	-0.586217	0.742868	-0.323259	0.000000	0.422117	-0.185051	0.463209	1.000000
MARKER	0.058333	1.000000	1.000000	0.000000	1.000000	0.914539	0.006347	0.404447	0.000000	-0.334764	0.573118	0.747977	0.000000	-0.227049	-0.819448	0.526264	0.000000	0.154144	0.394966	0.239537	1.000000
MARKER	0.058333	1.000000	1.000000	0.000000	1.000000	0.261484	0.735200	-0.625385	0.000000	-0.803627	-0.193045	-0.562954	0.000000	-0.534612	0.649780	0.540348	0.000000	0.090797	0.138895	-0.369936	1.000000
MARKER	0.058333	1.000000	1.000000	0.000000	1.000000	0.647254	0.077850	0.758288	0.000000	-0.404184	-0.808368	0.427992	0.000000	0.646295	-0.583508	-0.491754	0.000000	-0.115978	0.005558	0.363858	1.000000
MARKER	0.058333	1.000000	1.000000	0.000000	1.000000	0.193921	0.563207	0.803239	0.000000	-0.597789	-0.581369	0.551959	0.000000	0.777845	-0.587203	0.223939	0.000000	-0.368089	-0.039391	0.330484	1.000000
MARKER	0.058333	1.000000	1.000000	0.000000	1.000000	0.798830	0.375365	-0.470077	0.000000	-0.125187	-0.660593	-0.740233	0.000000	-0.588387	0.650168	-0.480710	0.000000	0.295904	-0.333426	-0.187147	1.000000
MARKER	0.058333	1.000000	1.000000	0.000000	1.000000	0.166140	0.527593	0.833092	0.000000	-0.498532	-0.683977	0.532580	0.000000	0.850801	-0.503806	0.149386	0.000000	-0.372342	0.149471	0.273009	1.000000
MARKER	0.058333	1.000000	1.000000	0.000000	1.000000	0.849560	0.511881	-0.127381	0.000000	-0.342989	0.719523	0.603858	0.000000	0.400757	-0.469324	0.786847	0.000000	-0.278671	0.466497	0.000990	1.000000
MARKER	0.058333	1.000000	1.000000	0.000000	1.000000	-0.917730	0.396118	-0.029354	0.000000	0.326140	0.793662	0.513549	0.000000	0.226723	0.461726	-0.857558	0.000000	-0.043807	-0.124938	0.311919	1.000000
MARKER	0.058333	1.000000	1.000000	0.000000	1.000000	0.704704	-0.202978	-0.679847	0.000000	0.109174	-0.915770	0.386582	0.000000	-0.701051	-0.346648	-0.623187	0.000000	0.425878	0.320037	0.392007	1.000000
MARKER	0.058333	1.000000	1.000000	0.000000	1.000000	0.525643	0.137918	-0.839451	0.000000	0.788593	-0.449127	0.420007	0.000000	-0.319094	-0.882759	-0.344841	0.000000	0.123786	0.040075	0.007018	1.000000
